WATER_TYPE_NAME,Mgmt_Unit,ASSESSMENT_UNIT_ID,ASSESSMENT_UNIT_NAME,LAST_ASSESSED_CYCLE,DWQ_Category,EPA_IR_CATEGORY_ID,PARAMETER_CODE_NAME,PARAMETER_ATTAINMENT,Parameter_Status,Uses,FIRST_LISTED_CYCLE,CWA303D_PRIORITY_RANKING,WATER_SIZE,UNITS
"LAKE, FRESHWATER",Cedar-Beaver,UT-L-16030006-019_00,Red Creek Reservoir (Iron Co),2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2022,Low,59.0436,Acres
"LAKE, FRESHWATER",Cedar-Beaver,UT-L-16030006-019_00,Red Creek Reservoir (Iron Co),2022,Not Supporting,5,"PHOSPHORUS, TOTAL",Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2006,Low,59.0436,Acres
"LAKE, FRESHWATER",Cedar-Beaver,UT-L-16030006-019_00,Red Creek Reservoir (Iron Co),2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2022,Low,59.0436,Acres
"LAKE, FRESHWATER",Cedar-Beaver,UT-L-16030006-019_00,Red Creek Reservoir (Iron Co),2022,Not Supporting,5,PH,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2022,Low,59.0436,Acres
"LAKE, FRESHWATER",Cedar-Beaver,UT-L-16030007-011_00,Minersville Reservoir,2022,Not Supporting but has Approved TMDL for some parameters,5,"PHOSPHORUS, TOTAL",Not meeting criteria,TMDL Approved (808),Aquatic Wildlife (Cold Water),1998,Low,1070.7159,Acres
"LAKE, FRESHWATER",Cedar-Beaver,UT-L-16030007-011_00,Minersville Reservoir,2022,Not Supporting but has Approved TMDL for some parameters,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),1994,Low,1070.7159,Acres
"LAKE, FRESHWATER",Cedar-Beaver,UT-L-16030007-011_00,Minersville Reservoir,2022,Not Supporting but has Approved TMDL for some parameters,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Approved (808),Aquatic Wildlife (Cold Water),1998,Low,1070.7159,Acres
"LAKE, FRESHWATER",Cedar-Beaver,UT-L-16030007-011_00,Minersville Reservoir,2022,Not Supporting but has Approved TMDL for some parameters,5,PH,Not meeting criteria,TMDL Approved (808),Aquatic Wildlife (Cold Water),2014,Low,1070.7159,Acres
"LAKE, FRESHWATER",Cedar-Beaver,UT-L-16030007-020_00,Kents Lake,2022,Not Supporting but has Approved TMDL for some parameters,5,"PHOSPHORUS, TOTAL",Not meeting criteria,TMDL Approved (601),Aquatic Wildlife (Cold Water),1998,Low,38.8616,Acres
"LAKE, FRESHWATER",Cedar-Beaver,UT-L-16030007-020_00,Kents Lake,2022,Not Supporting but has Approved TMDL for some parameters,5,PH,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2022,Low,38.8616,Acres
"LAKE, FRESHWATER",Cedar-Beaver,UT-L-16030007-020_00,Kents Lake,2022,Not Supporting but has Approved TMDL for some parameters,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Approved (601),Aquatic Wildlife (Cold Water),1998,Low,38.8616,Acres
"LAKE, FRESHWATER",Cedar-Beaver,UT-L-16030007-024_00,Anderson Meadow Reservoir,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,7.8252,Acres
"LAKE, FRESHWATER",Cedar-Beaver,UT-L-16030007-025_00,Three Creeks Reservoir,2022,Not Supporting,5,PH,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2006,Low,55.1133,Acres
"LAKE, FRESHWATER",Cedar-Beaver,UT-L-16030007-027_00,LaBaron Lake,2022,Approved TMDL,4A,"PHOSPHORUS, TOTAL",Not meeting criteria,TMDL Approved (610),Aquatic Wildlife (Cold Water),2014,Low,21.5979,Acres
"LAKE, FRESHWATER",Cedar-Beaver,UT-L-16030007-027_00,LaBaron Lake,2022,Approved TMDL,4A,DISSOLVED OXYGEN,Meeting criteria,TMDL Approved (610),Aquatic Wildlife (Cold Water),NA,,21.5979,Acres
"LAKE, FRESHWATER",Cedar-Beaver,UT-L-16030007-028_00,Puffer Lake,2022,Approved TMDL,4A,PH,Not meeting criteria,TMDL Approved (964),Aquatic Wildlife (Cold Water),2014,Low,57.9945,Acres
"LAKE, FRESHWATER",Cedar-Beaver,UT-L-16030007-028_00,Puffer Lake,2022,Approved TMDL,4A,DISSOLVED OXYGEN,Not meeting criteria,TMDL Approved (964),Aquatic Wildlife (Cold Water),1998,Low,57.9945,Acres
RIVER,Southeast Colorado River,UT14010005-001_00,Colorado River-6,2010,Approved TMDL,4A,SELENIUM,Not meeting criteria,TMDL Approved (60100),Aquatic Wildlife (Warm Water),2004,Low,3.8387,Miles
RIVER,Southeast Colorado River,UT14010005-002_00,Unknown tribs,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Southeast Colorado River,UT14030001-001_00,Cottonwood Wash,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2020,Low,22.69,Miles
RIVER,Southeast Colorado River,UT14030001-001_00,Cottonwood Wash,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2014,Low,22.69,Miles
RIVER,Southeast Colorado River,UT14030001-002_00,Little Dolores River,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,7.2017,Miles
RIVER,Southeast Colorado River,UT14030001-003_00,Westwater Creek,2020,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2012,Low,18.4242,Miles
RIVER,Southeast Colorado River,UT14030001-003_00,Westwater Creek,2020,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2012,Low,18.4242,Miles
RIVER,Southeast Colorado River,UT14030001-004_00,Bitter Creek,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,3.7914,Miles
RIVER,Southeast Colorado River,UT14030001-005_00,Colorado River-5,2022,Approved TMDL,4A,SELENIUM,Not meeting criteria,TMDL Approved (60103),Aquatic Wildlife (Warm Water),2004,Low,33.291,Miles
RIVER,Southeast Colorado River,UT14030001-006_00,Nash Wash,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,6.4257,Miles
RIVER,Southeast Colorado River,UT14030002-001_01,La Sal Creek-1,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2022,Low,23.913,Miles
RIVER,Southeast Colorado River,UT14030002-001_01,La Sal Creek-1,2022,Not Supporting,5,PH,Not meeting criteria,TMDL Needed,"Agricultural, Aquatic Wildlife (Cold Water), Recreation and Aesthetics (Infrequent Primary Contact)",2022,Low,23.913,Miles
RIVER,Southeast Colorado River,UT14030002-001_02,La Sal Creek-2,2014,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Southeast Colorado River,UT14030002-001_03,La Sal Creek-3,2014,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Southeast Colorado River,UT14030004-001_00,Dolores River,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Non-game Fish and Other),2014,Low,61.5556,Miles
RIVER,Southeast Colorado River,UT14030004-001_00,Dolores River,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Non-game Fish and Other),2020,Low,61.5556,Miles
RIVER,Southeast Colorado River,UT14030004-002_00,Granite Creek - CRSE,2020,Insufficient Data,3,NA,NA,NA,NA,NA,NA,10.7667,Miles
RIVER,Southeast Colorado River,UT14030004-003_00,Roc Creek,2012,Insufficient Data,3,NA,NA,NA,NA,NA,NA,23.674,Miles
RIVER,Southeast Colorado River,UT14030005-001_00,Kane Spring Wash,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Non-game Fish and Other),2014,Low,22.1913,Miles
RIVER,Southeast Colorado River,UT14030005-001_00,Kane Spring Wash,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2014,Low,22.1913,Miles
RIVER,Southeast Colorado River,UT14030005-002_00,Indian Creek-2,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,17.593,Miles
RIVER,Southeast Colorado River,UT14030005-003_00,Colorado River-3,2022,Approved TMDL,4A,SELENIUM,Not meeting criteria,TMDL Approved (60105),Aquatic Wildlife (Warm Water),2006,Low,62.25,Miles
RIVER,Southeast Colorado River,UT14030005-004_00,Colorado River-4,2022,Not Supporting but has Approved TMDL for some parameters,5,SELENIUM,Not meeting criteria,TMDL Approved (60104),Aquatic Wildlife (Warm Water),2006,Low,35.9364,Miles
RIVER,Southeast Colorado River,UT14030005-004_00,Colorado River-4,2022,Not Supporting but has Approved TMDL for some parameters,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Frequent Primary Contact),2020,Low,35.9364,Miles
RIVER,Southeast Colorado River,UT14030005-005_00,Mill Creek1-Moab,2022,Not Supporting but has Approved TMDL for some parameters,5,TEMPERATURE,Not meeting criteria,TMDL Approved (4047),Aquatic Wildlife (Cold Water),1998,Low,28.4562,Miles
RIVER,Southeast Colorado River,UT14030005-005_00,Mill Creek1-Moab,2022,Not Supporting but has Approved TMDL for some parameters,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,28.4562,Miles
RIVER,Southeast Colorado River,UT14030005-005_00,Mill Creek1-Moab,2022,Not Supporting but has Approved TMDL for some parameters,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,"Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source",2016,Low,28.4562,Miles
RIVER,Southeast Colorado River,UT14030005-006_01,Mill Creek-2-Moab,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,11.1566,Miles
RIVER,Southeast Colorado River,UT14030005-006_02,Pack Creek-2,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,15.6096,Miles
RIVER,Southeast Colorado River,UT14030005-007_00,Salt Wash,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2016,Low,22.091,Miles
RIVER,Southeast Colorado River,UT14030005-008_00,Grandstaff Canyon,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,8.6431,Miles
RIVER,Southeast Colorado River,UT14030005-009_00,Castle Creek-1,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,"Domestic Source, Recreation and Aesthetics (Frequent Primary Contact)",2020,High,12.9127,Miles
RIVER,Southeast Colorado River,UT14030005-009_00,Castle Creek-1,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2008,Low,12.9127,Miles
RIVER,Southeast Colorado River,UT14030005-010_00,Onion Creek Lower,2022,Not Supporting but has Approved TMDL for some parameters,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2016,Low,8.7309,Miles
RIVER,Southeast Colorado River,UT14030005-010_00,Onion Creek Lower,2022,Not Supporting but has Approved TMDL for some parameters,5,TEMPERATURE,Not meeting criteria,TMDL Approved (4008),Aquatic Wildlife (Warm Water),1998,Low,8.7309,Miles
RIVER,Southeast Colorado River,UT14030005-011_00,Pack Creek,2022,Not Supporting but has Approved TMDL for some parameters,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,"Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source",2016,Low,8.8522,Miles
RIVER,Southeast Colorado River,UT14030005-011_00,Pack Creek,2022,Not Supporting but has Approved TMDL for some parameters,5,SELENIUM,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2010,Low,8.8522,Miles
RIVER,Southeast Colorado River,UT14030005-011_00,Pack Creek,2022,Not Supporting but has Approved TMDL for some parameters,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2006,Low,8.8522,Miles
RIVER,Southeast Colorado River,UT14030005-011_00,Pack Creek,2022,Not Supporting but has Approved TMDL for some parameters,5,TEMPERATURE,Not meeting criteria,TMDL Approved (4047),Aquatic Wildlife (Cold Water),2006,Low,8.8522,Miles
RIVER,Southeast Colorado River,UT14030005-012_00,Castle Creek-2,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,6.7466,Miles
RIVER,Southeast Colorado River,UT14030005-013_00,Onion Creek Upper,2012,Fully Supporting,1,NA,NA,NA,NA,NA,NA,2.7741,Miles
RIVER,Southeast Colorado River,UT14030005-014_00,Indian Creek-1,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,8.5706,Miles
RIVER,Southeast Colorado River,UT14030005-015_00,North Cottonwood Creek,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2014,Low,28.6389,Miles
RIVER,Southeast Colorado River,UT14030005-016_00,Salt Creek-Canyonlands,2020,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Southeast Colorado River,UT14030005-017_00,Courthouse Wash,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2020,Low,0,Miles
RIVER,Southeast Colorado River,UT14030005-018_00,Courthouse Wash,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2022,Low,1.0922,Miles
RIVER,Southeast Colorado River,UT14030005-018_00,Courthouse Wash,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2022,Low,1.0922,Miles
RIVER,Southeast Colorado River,UT14030005-019_00,Professor Creek,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2012,Low,0,Miles
RIVER,Southeast Colorado River,UT14030005-019_00,Professor Creek,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2012,Low,0,Miles
RIVER,Uinta Basin,UT14040106-001_00,Dahlgreen Creek,2010,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Uinta Basin,UT14040106-002_00,Henrys Fork River,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,60.0201,Miles
RIVER,Uinta Basin,UT14040106-003_00,West Fork Beaver Creek,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,24.1867,Miles
RIVER,Uinta Basin,UT14040106-004_00,Middle Fork Beaver Creek,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,33.0457,Miles
RIVER,Uinta Basin,UT14040106-005_00,Burnt Fork Creek,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,44.0213,Miles
RIVER,Uinta Basin,UT14040106-006_00,Birch Creek-tribs,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,14.7615,Miles
RIVER,Uinta Basin,UT14040106-007_00,Sheep Creek,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,122.1393,Miles
RIVER,Uinta Basin,UT14040106-008_01,Green River-1 Tribs-1,2012,Fully Supporting,1,NA,NA,NA,NA,NA,NA,14.9019,Miles
RIVER,Uinta Basin,UT14040106-008_02,Green River-1 Tribs-2,2012,Fully Supporting,1,NA,NA,NA,NA,NA,NA,7.2136,Miles
RIVER,Uinta Basin,UT14040106-008_03,Green River-1 Tribs-3,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,4.9851,Miles
RIVER,Uinta Basin,UT14040106-008_04,Green River-1 Tribs-4,2012,Fully Supporting,1,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Uinta Basin,UT14040106-008_05,Green River-1 Tribs-5,2012,Fully Supporting,1,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Uinta Basin,UT14040106-009_00,Birch Spring Draw,2022,Not Supporting,5,SELENIUM,Not meeting criteria,TMDL Needed,"Agricultural, Aquatic Wildlife (Non-game Fish and Other)",2012,Low,23.8129,Miles
RIVER,Uinta Basin,UT14040106-009_00,Birch Spring Draw,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2012,Low,23.8129,Miles
RIVER,Uinta Basin,UT14040106-010_00,Carter Creek,2022,Not Supporting,5,ALUMINUM,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,111.718,Miles
RIVER,Uinta Basin,UT14040106-011_00,Eagle Creek,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,9.964,Miles
RIVER,Uinta Basin,UT14040106-012_01,Flaming Gorge Tributaries-1,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Uinta Basin,UT14040106-012_02,Flaming Gorge Tributaries-2,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,10.6846,Miles
RIVER,Uinta Basin,UT14040106-012_03,Flaming Gorge Tributaries-3,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Uinta Basin,UT14040106-012_04,Flaming Gorge Tributaries-4,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,3.0235,Miles
RIVER,Uinta Basin,UT14040106-013_00,Spring Creek,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,5.0547,Miles
RIVER,Uinta Basin,UT14040106-014_00,Cart Creek,2022,Not Supporting,5,ALUMINUM,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,17.6985,Miles
RIVER,Uinta Basin,UT14040106-014_00,Cart Creek,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2020,Low,17.6985,Miles
RIVER,Uinta Basin,UT14040106-015_00,Gorge Creek,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,8.3941,Miles
RIVER,Uinta Basin,UT14040106-016_00,Davenport Creek,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2022,Low,5.7955,Miles
RIVER,Uinta Basin,UT14040106-017_00,Goslin Creek,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,4.8517,Miles
RIVER,Uinta Basin,UT14040106-018_00,Red Creek,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Non-game Fish and Other),2020,Low,15.6874,Miles
RIVER,Uinta Basin,UT14040106-019_00,Green River-1,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,29.581,Miles
RIVER,Uinta Basin,UT14040106-020_00,Jackson Creek,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2020,Low,11.3855,Miles
RIVER,Uinta Basin,UT14040106-021_00,Pot Creek,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2022,Low,25.0887,Miles
RIVER,Uinta Basin,UT14040106-021_00,Pot Creek,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,25.0887,Miles
RIVER,Uinta Basin,UT14040106-021_00,Pot Creek,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2020,Low,25.0887,Miles
RIVER,Uinta Basin,UT14040106-021_00,Pot Creek,2022,Not Supporting,5,IRON,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,25.0887,Miles
RIVER,Uinta Basin,UT14040106-022_00,Sears Creek,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,7.8659,Miles
RIVER,Uinta Basin,UT14040106-023_00,Pot Creek Lower,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0.3873,Miles
RIVER,Uinta Basin,UT14040106-024_00,Willow Creek - Daggett,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,16.5196,Miles
RIVER,Uinta Basin,UT14040106-025_00,O-Wi-Yu-Kuts Creek,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,2.1628,Miles
RIVER,Uinta Basin,UT14040106-026_00,Tolivers Creek,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,6.6145,Miles
RIVER,Uinta Basin,UT14040106-027_00,Beaver Creek,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,1.5016,Miles
RIVER,Uinta Basin,UT14040107-001_00,Blacks Fork,2022,Not Supporting,5,ALUMINUM,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,180.3211,Miles
RIVER,Uinta Basin,UT14040107-002_00,Archie Creek,2010,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,4.6632,Miles
RIVER,Uinta Basin,UT14040107-003_00,West Fork Smiths Fork,2010,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,22.7109,Miles
RIVER,Uinta Basin,UT14040107-004_00,Gilbert Creek,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,7.6279,Miles
RIVER,Uinta Basin,UT14040107-005_00,East Fork Smiths Fork,2022,Not Supporting,5,ALUMINUM,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,61.5433,Miles
RIVER,Uinta Basin,UT14040107-005_00,East Fork Smiths Fork,2022,Not Supporting,5,ZINC,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,61.5433,Miles
RIVER,Uinta Basin,UT14040108-001_00,West Muddy Creek,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,7.2265,Miles
RIVER,Uinta Basin,UT14050007-001_00,White River,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,70.8223,Miles
RIVER,Uinta Basin,UT14050007-002_00,Bitter Creek Lower,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,0.0031,Miles
RIVER,Uinta Basin,UT14050007-002_00,Bitter Creek Lower,2022,Not Supporting,5,BORON,Not meeting criteria,TMDL Needed,Agricultural,2014,Low,0.0031,Miles
RIVER,Uinta Basin,UT14050007-002_00,Bitter Creek Lower,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2020,Low,0.0031,Miles
RIVER,Uinta Basin,UT14050007-002_00,Bitter Creek Lower,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2014,Low,0.0031,Miles
RIVER,Uinta Basin,UT14050007-002_00,Bitter Creek Lower,2022,Not Supporting,5,SELENIUM,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,0.0031,Miles
RIVER,Uinta Basin,UT14050007-003_00,Evacuation Creek,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2008,Low,0.4229,Miles
RIVER,Uinta Basin,UT14050007-003_00,Evacuation Creek,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2014,Low,0.4229,Miles
RIVER,Uinta Basin,UT14050007-003_00,Evacuation Creek,2022,Not Supporting,5,BORON,Not meeting criteria,TMDL Needed,Agricultural,2014,Low,0.4229,Miles
RIVER,Uinta Basin,UT14050007-004_00,Sweetwater Creek,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,4.2481,Miles
RIVER,Uinta Basin,UT14050007-005_00,Bitter Creek Upper,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2014,Low,27.499,Miles
RIVER,Uinta Basin,UT14050007-005_00,Bitter Creek Upper,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,27.499,Miles
RIVER,Uinta Basin,UT14060003-001_00,Duchesne River-1,2022,Not Supporting but has Approved TMDL for some parameters,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2014,Low,17.2286,Miles
RIVER,Uinta Basin,UT14060003-001_00,Duchesne River-1,2022,Not Supporting but has Approved TMDL for some parameters,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Approved (33615),Agricultural,1998,Low,17.2286,Miles
RIVER,Uinta Basin,UT14060003-002_00,Duchesne River-2,2022,Not Supporting but has Approved TMDL for some parameters,5,BORON,Not meeting criteria,TMDL Needed,Agricultural,2016,Low,30.9387,Miles
RIVER,Uinta Basin,UT14060003-002_00,Duchesne River-2,2022,Not Supporting but has Approved TMDL for some parameters,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2014,Low,30.9387,Miles
RIVER,Uinta Basin,UT14060003-002_00,Duchesne River-2,2022,Not Supporting but has Approved TMDL for some parameters,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Approved (33616),Agricultural,2016,Low,30.9387,Miles
RIVER,Uinta Basin,UT14060003-003_00,Uinta River-1,2016,Approved TMDL,4A,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Approved (4056),Agricultural,2016,Low,6.0267,Miles
RIVER,Uinta Basin,UT14060003-004_00,Uinta River-2,2020,Approved TMDL,4A,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Approved (4056),Agricultural,1998,Low,7.2386,Miles
RIVER,Uinta Basin,UT14060003-005_00,Antelope Creek,2022,Not Supporting,5,BORON,Not meeting criteria,TMDL Needed,Agricultural,2008,Low,34.1419,Miles
RIVER,Uinta Basin,UT14060003-005_00,Antelope Creek,2022,Not Supporting,5,SELENIUM,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,34.1419,Miles
RIVER,Uinta Basin,UT14060003-005_00,Antelope Creek,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,1998,Low,34.1419,Miles
RIVER,Uinta Basin,UT14060003-005_00,Antelope Creek,2022,Not Supporting,5,ARSENIC,Not meeting criteria,TMDL Needed,Domestic Source,2014,Low,34.1419,Miles
RIVER,Uinta Basin,UT14060003-006_00,Duchesne River-3,2020,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,43.4169,Miles
RIVER,Uinta Basin,UT14060003-007_00,Zimmerman Wash,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2020,Low,0.7777,Miles
RIVER,Uinta Basin,UT14060003-008_00,Lake Fork-1,2022,Not Supporting but has Approved TMDL for some parameters,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Cold Water), Aquatic Wildlife (Severely Habitat-Limited)",2020,Low,33.2424,Miles
